product_id,quantity,wholesale_cost,sale_price,supplier_id,entry_number
ILM047GA2PLD,3680,438.86,675.41,ZVXESMVL,304
37U5QC8H1YFN,6763,464.12,677.15,TVJUGMNK,305
7W2ZMHP63K0Q,487,37.21,41.6,JGOQSFJF,306
07K5NKJI7WMY,2343,147.24,209.08,UADILPBU,307
BTCZDJGP8EC4,340,8.81,14.69,KGMBUKHN,308
I1ONBR3S6W0T,1193,125.82,163.06,XIBBYVIU,309
U9WN4UC4U7W7,5672,387.48,629.66,VKJBFVMM,310
79J9V4FOKS2H,2791,116.04,194.72,SJNDDKHP,311
0F1NJ7D2S1TU,5715,387.48,514.57,GYUZEXSJ,312
KDEDYF3MZBLH,5116,466.96,551.01,BHVBUSNT,313
FEE3B4U2WUT4,4537,358.94,414.58,JJWNIRPA,314
SX7DDW31KZCC,2187,134.22,208.44,CBCTPYQT,315
KVNF1KE4SFDO,1567,141.98,169.81,ZVXESMVL,316
GAX6RKXBMS3U,30,1.49,2.81,DGECGNQD,317
0UVN6VJ2U8OG,1763,146.36,218.66,ZPKADLOY,318
56LJCZM2V7RG,1263,117.64,170.58,RRQRPLPC,319
JIN8XAAWGVC8,542,42.9,75.76,SNDMWIRM,320
G5RAPIJK67V5,4518,402.08,515.47,TVJUGMNK,321
H9XQBU2QMUA7,937,43.43,61.97,KNJMLLYG,322
FK90KVUJ4C74,5293,448.62,795.4,ETDIKIUX,323
1OGMA20GMCPO,5438,387.48,540.92,TNMMSLVC,324
6RJWS3YBMGTB,1366,130.84,177.55,HLOMDGRN,325
UDZ3YBQMFWGO,5644,419.63,565.24,ALMIABVI,326
93F4SKA6ZIG4,7005,407.45,607.92,WUYMREXN,327
N8DENV9NDDP7,4852,403.42,694.69,ZAAQILVD,328
ETLHJ4BEJF5C,6075,412.84,594.08,PPRMRUQU,329
3J69V6JLKB5I,1362,115.23,200.85,ZVXESMVL,330
K2M6AHE21W9G,4324,403.42,645.88,ZVXESMVL,331
HRK10XX8JA8I,4673,364.07,661.52,NPKFJYGX,332
CRNMY5N2PNY7,4679,361.5,464.17,TNMMSLVC,333
LV5DP36P81JY,2274,113.64,128.75,ETDIKIUX,334
6WNXSVELIJPI,991,43.97,70.97,BFUNSFKM,335
PJZR7VPWJFSA,1427,125.82,143.18,ZVXESMVL,336
SMSOHQIDOW5L,2689,125.82,159.54,ZVXESMVL,337
PHRYCN5XOVF3,772,42.37,53.47,BEVRQFGZ,338
60E1XKECFF8C,5848,411.49,506.13,TVJUGMNK,339
3M8D074VMZ13,5241,412.84,509.86,XQNLETCQ,340
3XJ18R2NLFTQ,501,32.8,45.69,XQNLETCQ,341
C1TOSA5L4VPO,222,12.08,19.97,UADILPBU,342
0ZSD8V2D1EHC,5870,436.09,488.86,BEVRQFGZ,343
BTBNFFVOJ2J9,5770,398.08,665.59,OCGDGDZP,344
WEE6US5SBXQA,4025,383.54,495.92,SJNDDKHP,345
8MPIIUEV1SWH,4024,384.85,426.03,BHVBUSNT,346
DHHHAAR9K2UQ,5426,366.64,559.13,GYUZEXSJ,347
MNY23DDCS7SC,5671,425.09,672.07,ZPKADLOY,348
ID3AUM787GLB,4720,415.55,688.98,XQNLETCQ,349
VLSDM1X50RW7,4987,390.12,666.72,JGOQSFJF,350
7A7G1OYQCOLF,7038,330.08,582.26,TNMMSLVC,351
H8L0HV2FAXZV,978,46.14,61.74,YSNZSYCW,352
CB8HMAEKZAT3,1298,117.64,212.69,JJWNIRPA,353
K138G9SWPFDX,2341,114.44,196.61,ADLHCQHS,354
29EMNDUCPXXI,7005,399.41,746.9,NVYQIOWB,355
19H4BX60YZRE,4620,356.4,484.35,ZIFGDSBU,356
76KDNZ5OY1ZJ,3899,422.35,787.68,BEVRQFGZ,357
LWYQC5NY1115,2877,133.37,166.31,XQNLETCQ,358
7W8RP1Z3U39S,1348,116.04,205.39,BEVRQFGZ,359
5F5GMRBK1YHA,1112,93.02,160.92,TVJUGMNK,360
YGQXJS6DLTPU,66,4.42,6.83,OCGDGDZP,361
SLIFLSPFMZ8A,1682,129.16,148.4,SJNDDKHP,362
TZI5RBFHOGSI,6794,466.96,626.66,XIBBYVIU,363
HXVYI0QAT9XT,2321,108.91,147.9,WKCFRMPT,364
DBUT0T8RGS8M,797,41.31,70.14,ZVXESMVL,365
QCPYI9HH2OKK,1865,129.16,197.49,VKJBFVMM,366
1PHLL9P4Z44P,681,35.22,48.32,ALMIABVI,367
6LH1I7V3P822,4722,356.4,439.44,CLZOYVBH,368
K7XXX1XH2LUC,2013,151.69,229.81,ZAAQILVD,369
U4M9F964CH3T,728,38.22,60.23,XIBBYVIU,370
REGCKPF5LUMX,647,47.24,69.68,BFUNSFKM,371
A7ZPZ728YEVH,4177,420.99,628.12,BHVBUSNT,372
ZD3ZTGWIL73R,1388,118.45,164.53,ADLHCQHS,373
OS6YJMX5YKMT,2952,139.37,173.38,CLZOYVBH,374
ZZJX34YM53T1,4010,430.58,649.75,TDKEXBDM,375
VSEI1YQ7FOVI,4048,375.7,630.8,TNMMSLVC,376
9G4ZL2T247HW,6257,380.92,435.39,TBFMEXZP,377
VZLG3Q6DFUHS,6361,402.08,715.3,HLOMDGRN,378
3T9DHQ4PCSAG,3649,419.63,744.84,ADLHCQHS,379
Y1VLLHZRK5HU,5080,394.09,656.95,GYUZEXSJ,380
8HD3SD6K07HG,3621,403.42,624.9,ZAAQILVD,381
H8YWQF1X79K0,985,40.79,52.33,WKCFRMPT,382
1N60WF4F6XL1,3049,426.46,472.94,CBCTPYQT,383
2WLN61WH57WL,2278,95.97,182.25,BEVRQFGZ,384
EAARM7OPO1VA,3592,379.61,491.22,DGECGNQD,385
5GLWQ97UW73U,626,40.27,67.65,ZAAQILVD,386
D4FQNI160MB7,862,31.86,56.87,ADLHCQHS,387
7PT629NP6NOU,3436,441.64,816.15,ZIFGDSBU,388
PR438T31387Y,5772,416.91,483.2,TDKEXBDM,389
OMWB9RH9CHI2,3152,419.63,574.89,MXRXJVNA,390
W739H1PJT7GU,4283,422.35,766.99,WKCFRMPT,391
TD1EVENU6IFN,403,39.24,50.34,YSNZSYCW,392
V76J3XHXCMQF,1921,108.91,150.84,BFUNSFKM,393
5JGQLY8VK6GB,4388,437.48,598.91,TVJUGMNK,394
MAK17PUOUH7R,5478,481.27,637.68,XIBBYVIU,395
0NTOZKF1F93B,5118,390.12,706.12,TNMMSLVC,396
LZU3NR54EJL6,3771,429.2,485,XQNLETCQ,397
C63B9VT1H74H,11,0.34,0.39,NPKFJYGX,398
WBPH9R27MSQO,6731,408.79,605.42,VKJBFVMM,399
Z82X0FFCL06D,962,38.73,51.43,SJNDDKHP,400
B46CDUH4S68E,3604,422.35,688.85,NVYQIOWB,401
NPV2BG520B29,4605,448.62,769.38,KLKTZKQO,402
AEHLRJXMIZNA,4592,335.03,538.06,ZIFGDSBU,403
VGUQCR04JHZ7,7021,398.08,535.42,RRQRPLPC,404
HAZ4214JYOB9,3135,423.72,727.1,JGOQSFJF,405
C5ECF6LM1Z4M,334,12.08,21.28,ZAAQILVD,406
